topic_id,top_words,representative_doc_rank,representative_text,expert_label,include_exclude,comment
30,"msdin, genes, peptides, cyclic, amanita, gene, actin, the, family, popb",2,"Diversity of MSDIN family members in amanitin-producing mushrooms and the phylogeny of the MSDIN and prolyl oligopeptidase genes.. Amanitin-producing mushrooms, mainly distributed in the genera Amanita, Galerina and Lepiota, possess MSDIN gene family for the biosynthesis of many cyclopeptides catalysed by prolyl oligopeptidase (POP). Recently, transcriptome sequencing has proven to be an efficient way to mine MSDIN and POP genes in these lethal mushrooms. Thus far, only A. palloides and A. bisporigera from North America and A. exitialis and A. rimosa from Asia have been studied based on transc",MSDIN gene family and amatoxin biosynthesis,INCLUDE,Relevant fungal genomics/toxin-biosynthesis cluster focused on MSDIN peptides and prolyl oligopeptidase genes in amanitin-producing mushrooms.
30,"msdin, genes, peptides, cyclic, amanita, gene, actin, the, family, popb",3,"Expansion and diversification of the MSDIN family of cyclic peptide genes in the poisonous agarics Amanita phalloides and A. bisporigera.. The cyclic peptide toxins of Amanita mushrooms, such as α-amanitin and phalloidin, are encoded by the ""MSDIN"" gene family and ribosomally biosynthesized. Based on partial genome sequence and PCR analysis, some members of the MSDIN family were previously identified in Amanita bisporigera, and several other members are known from other species of Amanita. However, the complete complement in any one species, and hence the genetic capacity for these fungi to ma",MSDIN gene family and amatoxin biosynthesis,INCLUDE,Relevant fungal genomics/toxin-biosynthesis cluster focused on MSDIN peptides and prolyl oligopeptidase genes in amanitin-producing mushrooms.
31,"compounds, new, poisonous, against, cytotoxic, from, metabolites, isolated, lines, activity",1,"N -Hydroxy-Phe-Phe, a new dipeptide, and cytotoxic macrocyclic trichothecenes from the lethal toxic mushroom Podostroma cornu-damae .. Podostroma cornu-damae , commonly referred to as the red deer's horn mushroom due to its distinct resemblance to the antlers of a deer, is a lethal toxic mushroom that causes vomiting, dehydration, diarrhea, disturbance of consciousness, and even death. In continuation of our research aiming to investigate the novel structural and/or biological principles present in Korean wild mushrooms, a new N -hydroxyphenylalanine-phenylalanine dipeptide, N -hydroxy-Phe-Phe",Toxic mushroom metabolites and cytotoxic natural products,INCLUDE,"Relevant but broader natural-products cluster covering toxic/poisonous mushroom metabolites, cytotoxic compounds, and chemical characterization."
31,"compounds, new, poisonous, against, cytotoxic, from, metabolites, isolated, lines, activity",2,"Insight into isolation and elucidation of cytotoxic ergostanoids from the mushroom Sarcosphaera crassa (Santi) Pouzar: An edible mushroom.. Sarcosphaera crassa is a mushroom consumed in Europe and Anatolia after being cooked well. The cytotoxic activity of the extracts of unbaked S. crassa against MCF7, HT29, HeLa cancer cell lines and toxicity against PDF fibroblast healthy cell lines were studied using MTT assay. Acetone and methanol extracts of the mushroom exhibited significant cytotoxic activity. Further investigation of cytotoxic extracts afforded two new fatty acid sterols (1-2), a new ",Toxic mushroom metabolites and cytotoxic natural products,INCLUDE,"Relevant but broader natural-products cluster covering toxic/poisonous mushroom metabolites, cytotoxic compounds, and chemical characterization."
31,"compounds, new, poisonous, against, cytotoxic, from, metabolites, isolated, lines, activity",3,"Assessment of anti-cancer evaluation of new metabolites isolated from baked Sarcosphaera crassa: An edible poisonous mushroom.. The growing demand for wild mushrooms as functional foods has increased due to their pharmacological significance. Sarcosphaera crassa is a deadly poisonous mushroom consumed by people living in northern and eastern Europe after being cooked adequately due to its significant properties. Herein, the baked Sarcosphaera crassa was studied for its ingredients. The cytotoxicity of hexane, acetone, and methanol extracts of baked Sarcosphaera crassa was investigated against ",Toxic mushroom metabolites and cytotoxic natural products,INCLUDE,"Relevant but broader natural-products cluster covering toxic/poisonous mushroom metabolites, cytotoxic compounds, and chemical characterization."
32,"toxins, mass, spectrometry, liquid, method, mushroom, chromatography, dep, screening, spectrometric",1,"Application of Graphitized Multi-Walled Carbon Nanotubes Combined with Orbitrap High-Resolution Mass Spectrometry for the Rapid Detection of Ten Toxins in Wild Mushrooms.. Wild mushroom poisoning is an emerging global food safety issue, especially in subtropical regions like southwestern China, where incidents are geographically clustered. Current detection methods are often time-consuming and overlook region-specific toxins. We developed a rapid, sensitive, and accurate method for the simultaneous detection of ten characteristic mushroom toxins prevalent in Guizhou, China. The method combines",Mass-spectrometric screening of mushroom toxins,INCLUDE,Strong analytical chemistry cluster focused on LC-MS/Orbitrap/direct MS screening and rapid identification of mushroom toxins.
32,"toxins, mass, spectrometry, liquid, method, mushroom, chromatography, dep, screening, spectrometric",2,"Extensive screening of cyclopeptide toxins in mushrooms by ultra-high-performance liquid chromatography coupled with quadrupole-Orbitrap mass spectrometry.. A non-target screening method of cyclopeptide toxins and their analogues in mushroom was developed, using ultra-high-performance liquid chromatography coupled with quadrupole Orbitrap mass spectrometry (UHPLC-Q-Orbitrap MS) followed by mass spectrometry databases retrieval and software tools analysis for the candidate analogues. Three cyclopeptide toxins in the toxic mushroom Amanita rimosa were firstly screened without standard, and two o",Mass-spectrometric screening of mushroom toxins,INCLUDE,Strong analytical chemistry cluster focused on LC-MS/Orbitrap/direct MS screening and rapid identification of mushroom toxins.
32,"toxins, mass, spectrometry, liquid, method, mushroom, chromatography, dep, screening, spectrometric",3,Rapid identification of mushroom toxins by direct electrospray probe mass spectrometry for emergency care.. Mushroom poisoning occurs frequently after the ingestion of toxic wild mushrooms misidentified as edible species. The goal of this study is to develop a mass spectrometric platform to bypass the need for morphological recognition of poisonous mushrooms by experts and rapidly identify the toxins in the mushrooms for emergency care. Trace mushroom toxins were collected by penetrating and removing the mushrooms surface for 3 mm with a direct electrospray probe (DEP). The analytes on the DEP,Mass-spectrometric screening of mushroom toxins,INCLUDE,Strong analytical chemistry cluster focused on LC-MS/Orbitrap/direct MS screening and rapid identification of mushroom toxins.
33,"silymarin, silver, liver, diseases, thistle, marianum, silybum, milk, use, silybin",1,"Study of Silymarin and Vitamin E Protective Effects on Silver Nanoparticle Toxicity on Mice Liver Primary Cell Culture.. Nanotechnology is a most promising field for generating new applications in medicine, although, only few nano products are currently in use for medical purposes. A most prominent nanoproduct is nanosilver. Nano-silver has biological properties which are significant for consumer products, food technology, textiles, and medical applications (e.g. wound care products, implantable medical devices, in diagnosis, drug delivery, and imaging). For their antibacterial activity, silve",Silymarin/silibinin hepatoprotection and antidotal relevance,PARTIAL,"Partly relevant to Amanita/alpha-amanitin hepatoprotection, but mixed with broader hepatoprotective and non-mushroom toxicology literature; include only if discussing therapeutic candidates."
33,"silymarin, silver, liver, diseases, thistle, marianum, silybum, milk, use, silybin",2,"Silymarin: a review of its clinical properties in the management of hepatic disorders.. The mechanisms of action of silymarin involve different biochemical events, such as the stimulation of the synthetic rate of ribosomal RNA (rRNA) species through stimulation of polymerase I and rRNA transcription, protecting the cell membrane from radical-induced damage and blockage of the uptake of toxins such as alpha-amanitin. Studies in patients with liver disease have shown that silymarin increases superoxide dismutase (SOD) activity of lymphocytes and erythrocytes, as well as the expression of SOD in ",Silymarin/silibinin hepatoprotection and antidotal relevance,PARTIAL,"Partly relevant to Amanita/alpha-amanitin hepatoprotection, but mixed with broader hepatoprotective and non-mushroom toxicology literature; include only if discussing therapeutic candidates."
33,"silymarin, silver, liver, diseases, thistle, marianum, silybum, milk, use, silybin",3,"Hepatoprotective herbal drug, silymarin from experimental pharmacology to clinical medicine.. Silymarin, a flavonolignan from 'milk thistle' (Silybum marianum) plant is used almost exclusively for hepatoprotection and amounts to 180 million US dollars business in Germany alone. In this review we discuss about its safety, efficacy and future uses in liver diseases. The use of silymarin may replace the polyherbal formulations and will avoid the major problems of standardization, quality control and contamination with heavy metals or bacterial toxins. Silymarin consists of four flavonolignan isom",Silymarin/silibinin hepatoprotection and antidotal relevance,PARTIAL,"Partly relevant to Amanita/alpha-amanitin hepatoprotection, but mixed with broader hepatoprotective and non-mushroom toxicology literature; include only if discussing therapeutic candidates."
34,"liver, patients, transplantation, acute, failure, with, alf, mushroom, lt, vs",1,"Mushroom Poisoning: A Rare Etiology of Acute Liver Failure.. Acute liver failure is defined as a rapid deterioration in liver function, manifested by symptoms and signs of hepatic encephalopathy and disturbed synthetic function in a patient without Pre-existing cirrhosis and with an illness of less than 26 weeks duration. Mushroom poisoning as a cause of acute liver injury is rare but associated with deadly outcomes if not early recognized and treated. The mortality is very high in the case of amatoxin-containing mushrooms ingestion and liver transplantation is the only lifesaving option. Ther",Mushroom poisoning-related acute liver failure and transplantation,INCLUDE,"Core clinical-outcome cluster focused on mushroom intoxication-related acute liver failure, survival, and liver transplantation."
34,"liver, patients, transplantation, acute, failure, with, alf, mushroom, lt, vs",2,"Significance and outcome of living-donor liver transplantation in acute mushroom intoxication.. Mushroom intoxication (MT) can lead to acute liver injury which may result in Mushroom intoxication-related liver failure (M-ALF) requiring liver transplantation (LT). In the present study, we want to share the experience of our institute regarding living-donor LT (LDLT) due to mushroom poisoning. The aim of this study is to identify the predictors of poor prognosis in patients with ALF secondary to mushroom intoxication requiring LDLT. All patients with MT between 2008 and 2016 were evaluated. Demo",Mushroom poisoning-related acute liver failure and transplantation,INCLUDE,"Core clinical-outcome cluster focused on mushroom intoxication-related acute liver failure, survival, and liver transplantation."
34,"liver, patients, transplantation, acute, failure, with, alf, mushroom, lt, vs",3,"Features of Patients With Severe Hepatitis Due to Mushroom Poisoning and Factors Associated With Outcome.. Acute liver failure after ingestion of toxic mushrooms is a significant medical problem. Most exposures to toxic mushrooms produce no symptoms or only mild gastroenteritis, but some lead to severe hepatic necrosis and fulminant hepatic failure requiring liver transplantation. We aimed to assess mortality from mushroom poisoning and identify variables associated with survival and liver transplantation. We collected information from 27 patients (13 male; median age, 47 years) admitted to th",Mushroom poisoning-related acute liver failure and transplantation,INCLUDE,"Core clinical-outcome cluster focused on mushroom intoxication-related acute liver failure, survival, and liver transplantation."
35,"dogs, dog, toxicosis, infectious, mushrooms, ingestion, was, canine, signs, amanitin",1,"A retrospective evaluation of mushroom ingestions in 421 dogs in Norway (2011-2022).. Mushroom poisoning may result in a variety of signs ranging from mild, mostly gastroenteritis, to organ failure and death. To increase the knowledge of prevalence, treatment and outcome in dogs, information regarding mushroom ingestion was collected. This retrospective study analysed all inquiries of mushroom ingestion in dogs to the Norwegian Poison Information Center from 2011 to 2022. Mushrooms were identified by a mycologist or Norwegian-certified mushroom expert. Differences in mushroom species, clinical",Veterinary mushroom toxicosis,INCLUDE,"Relevant veterinary toxicology cluster focused on mushroom ingestion and toxicosis in dogs, including alpha-amanitin-containing mushrooms."
35,"dogs, dog, toxicosis, infectious, mushrooms, ingestion, was, canine, signs, amanitin",2,"Acute Inocybe mushroom toxicosis in dogs: 5 cases (2010-2014).. To describe the clinical course, treatment, and outcome of 5 dogs following ingestion of mushrooms belonging to the Inocybe genus. Five dogs with witnessed Inocybe ingestions were presented with clinical signs compatible with poisoning. Vomiting, ptyalism, diarrhea, depression, and tachycardia were common clinical findings in the dogs in this case series. The prognosis with Inocybe toxicosis appears to be excellent as all dogs fully recovered following supportive care. This is the first reported case series of Inocybe mushroom ing",Veterinary mushroom toxicosis,INCLUDE,"Relevant veterinary toxicology cluster focused on mushroom ingestion and toxicosis in dogs, including alpha-amanitin-containing mushrooms."
35,"dogs, dog, toxicosis, infectious, mushrooms, ingestion, was, canine, signs, amanitin",3,"Physical examination, serum biochemical, and coagulation abnormalities, treatments, and outcomes for dogs with toxicosis from α-amanitin-containing mushrooms: 59 cases (2006-2019).. To report history, physical examination findings, clinicopathologic abnormalities, treatments, and outcomes of dogs with confirmed α-amanitin toxicosis resulting from ingestion of α-amanitin-containing mushrooms, and to report whether any differences were significant between survivors and nonsurvivors. 59 dogs. Medical records of all dogs with confirmed α-amanitin toxicosis presented to a northern California emerge",Veterinary mushroom toxicosis,INCLUDE,"Relevant veterinary toxicology cluster focused on mushroom ingestion and toxicosis in dogs, including alpha-amanitin-containing mushrooms."
36,"phalloides, liver, transplantation, amanita, treatment, failure, patient, fractionated, patients, hip",1,"A Case of Multi-focal Osteonecrosis in the Context of Liver Transplant Following Ingestion of Amanita phalloides Mushroom Toxin.. We present the case of a 44-year-old female who presented with atraumatic avascular necrosis (AVN) of the patella and hips bilaterally, following ingestion of the deadly fungus Amanita phalloides or 'death cap' and subsequent liver transplant. Upon presentation, in the hours following ingestion, our patient required a liver transplant and ICU admission. She was treated by a multidisciplinary team, with input from various specialities. Our patient required steroids i","Amanita phalloides intoxication, extracorporeal detoxification, and transplant-related outcomes",INCLUDE,"Mushroom-specific clinical cluster focused on Amanita phalloides poisoning, liver failure, plasma separation/adsorption, and downstream complications."
36,"phalloides, liver, transplantation, amanita, treatment, failure, patient, fractionated, patients, hip",2,"Treatment of Amanita phalloides intoxication by fractionated plasma separation and adsorption (Prometheus®).. To investigate the effectiveness and safety of extracorporeal detoxification using the fractionated plasma separation and adsorption system (FPSA, Prometheus® 4008H, Fresenius Medical Care, Germany) in patients suffering from acute liver failure due to intoxication with Amanita phalloides (AP) toxin. The study population consisted of 20 patients with proven AP intoxication (FPSA treatment group n=9, control group n=11). Urinary amanitin toxin concentration was measured by the Amanitin ","Amanita phalloides intoxication, extracorporeal detoxification, and transplant-related outcomes",INCLUDE,"Mushroom-specific clinical cluster focused on Amanita phalloides poisoning, liver failure, plasma separation/adsorption, and downstream complications."
36,"phalloides, liver, transplantation, amanita, treatment, failure, patient, fractionated, patients, hip",3,Acute Liver Failure due to Amanita phalloides Poisoning: Therapeutic Approach and Outcome.. Amanita phalloides poisoning is a potentially fatal cause of acute liver failure. The aim of this study was to analyze the impact of initial patients' characteristics and different treatment modalities on the outcome of patients with liver failure caused by Amanita poisoning. We retrospectively evaluated 23 patients admitted to our center between July 2007 and August 2016. Mean time interval between Amanita phalloides ingestion and the onset of gastrointestinal symptoms was 12.48 ± 9.88 hours and the in,"Amanita phalloides intoxication, extracorporeal detoxification, and transplant-related outcomes",INCLUDE,"Mushroom-specific clinical cluster focused on Amanita phalloides poisoning, liver failure, plasma separation/adsorption, and downstream complications."
37,"alf, transplantation, liver, hepatitis, patients, donor, auxiliary, graft, median, children",1,"Immunosuppression withdrawal after auxiliary liver transplantation for acute liver failure.. The potential for immunosuppression withdrawal is the rationale for auxiliary liver transplantation (AUX) in patients with acute liver failure (ALF). Forty-four AUX were performed in 28 adults and 16 children with ALF secondary to seronegative hepatitis (n = 20; 45%), paracetamol hepatotoxicity (n = 14; 32%), acute viral hepatitis (hepatitis B virus [HBV] n = 3, Epstein-Barr virus n = 1; 9%), drug-induced hepatitis (n = 3; 7%), autoimmune hepatitis (n = 2; 5%), and mushroom poisoning (n = 1; 2%). All p",General acute liver failure transplantation with limited mushroom relevance,PARTIAL,Mixed pediatric/adult liver-transplantation literature where mushroom poisoning appears as a minority etiology; not a core mushroom-specific cluster.
37,"alf, transplantation, liver, hepatitis, patients, donor, auxiliary, graft, median, children",2,"Pediatric liver transplantation for acute liver failure.. The only proven therapy for patients unlikely to recover from acute liver failure (ALF) is liver transplantation. Correct diagnosis of these individuals and rapid referral to a transplant center are crucial. We evaluated 12 pediatric patients with ALF who underwent liver transplantation (LT) at our institution during a 3-year period. The reasons for transplantation were hepatitis A (3 patients); non-A, non-E hepatitis (3); autoimmune hepatitis (1); fulminant Wilson's disease (3); Amanita phalloides (mushroom) poisoning (1); and hepatiti",General acute liver failure transplantation with limited mushroom relevance,PARTIAL,Mixed pediatric/adult liver-transplantation literature where mushroom poisoning appears as a minority etiology; not a core mushroom-specific cluster.
37,"alf, transplantation, liver, hepatitis, patients, donor, auxiliary, graft, median, children",3,"Auxiliary liver transplantation for acute liver failure in children.. The aim of this study is to present the largest experience of auxiliary liver transplantation for acute liver failure (ALF) in children over the past 19 years. Between 1990 and 2009, a total of 128 liver transplants were performed on children with ALF. Of these, 20 received auxiliary liver transplants (19 were cadaveric and 1 living graft). The recipient median age was 12 years (range: 1 -16). Indications for auxiliary partial orthotopic liver transplantation were seronegative non-A non-B hepatitis in 16 children, drug induc",General acute liver failure transplantation with limited mushroom relevance,PARTIAL,Mixed pediatric/adult liver-transplantation literature where mushroom poisoning appears as a minority etiology; not a core mushroom-specific cluster.
38,"onsd, clinical, paraoxonase, poisoning, parameters, mushroom, transferase, arylesterase, oxidative, patients",1,"Evaluation of complete blood count parameters, cell ratios, and cell volume indices in mushroom poisonings.. Mushroom poisoning is still a significant health-care problem, with the potential to affect blood parameters. The present study analyses the effect of mushroom poisoning on complete blood cell parameters, cell ratios, and cell volume indices and the effect of the mentioned parameters on prognosis/hospital length of stay. The study involved the retrospective assessment of 48 patients who became symptomatic after ingesting mushrooms. Patients who were 18 years and above and who spent at l",Clinical biomarkers and neurotoxicity assessment in mushroom poisoning,INCLUDE,"Relevant clinical toxicology cluster involving blood parameters, oxidative-stress enzymes, ONSD, and encephalopathy assessment in mushroom-poisoned patients."
38,"onsd, clinical, paraoxonase, poisoning, parameters, mushroom, transferase, arylesterase, oxidative, patients",2,"The Role of Transocular Ultrasound in the Assessment of Neurotoxicity-Related Encephalopathy in Mushroom Poisoning.. Mushroom poisonings can lead to life-threatening organ dysfunctions and neurotoxicity-related encephalopathy. This study aimed to detect increased intracranial pressure by measuring optic nerve sheath diameter (ONSD) ultrasonographically and to determine its association with clinical and laboratory parameters. In this prospective case-control study, we evaluated the patients aged above 18 years who presented to the emergency department with mushroom poisoning. Vital signs, clini",Clinical biomarkers and neurotoxicity assessment in mushroom poisoning,INCLUDE,"Relevant clinical toxicology cluster involving blood parameters, oxidative-stress enzymes, ONSD, and encephalopathy assessment in mushroom-poisoned patients."
38,"onsd, clinical, paraoxonase, poisoning, parameters, mushroom, transferase, arylesterase, oxidative, patients",3,"Serum Paraoxonase, Arylesterase, and Glutathione-S-Transferase Activities and Oxidative Stress Levels in Patients with Mushroom Poisoning.. Consumption of toxic species of mushrooms may have detrimental effects and increase oxidative stress. Paraoxonase, arylesterase and glutathione-S-transferase are antioxidants that resist oxidative stress. In this study, we analyzed the changes in these enzymes during intoxication due to mushrooms. The study enrolled 49 adult patients with a diagnosis of mushroom poisoning according to clinical findings and 49 healthy volunteers as the control group. The pa",Clinical biomarkers and neurotoxicity assessment in mushroom poisoning,INCLUDE,"Relevant clinical toxicology cluster involving blood parameters, oxidative-stress enzymes, ONSD, and encephalopathy assessment in mushroom-poisoned patients."
39,"lucidum, ganoderma, hepatoprotective, triterpenoids, treatment, liver, ganoderic, effects, injury, herbal",1,Hepatoprotective effects of aqueous extract from Lingzhi or Reishi medicinal mushroom Ganoderma lucidum (higher basidiomycetes) on α-amanitin-induced liver injury in mice.. The Lingzhi or Reishi mushroom Ganoderma lucidum is a well-known traditional medicinal mushroom that has been shown to have obvious hepatoprotective effects. The aim of this study was to evaluate the hepatoprotective effects of G. lucidum aqueous extracts (GLEs) on liver injury induced by α-amanitin (α-AMA) in mice and to analyze the possible hepatoprotective mechanisms related to radical scavenging activity. Mice were trea,Ganoderma-derived hepatoprotective strategies against alpha-amanitin injury,INCLUDE,Relevant therapeutic/mechanistic cluster focused on Ganoderma lucidum extracts/triterpenoids and ganoderic acid in alpha-amanitin-induced liver injury.
39,"lucidum, ganoderma, hepatoprotective, triterpenoids, treatment, liver, ganoderic, effects, injury, herbal",2,Hepatoprotective Effects and Mechanisms of Action of Triterpenoids from Lingzhi or Reishi Medicinal Mushroom Ganoderma lucidum (Agaricomycetes) on α-Amanitin-Induced Liver Injury in Mice.. Most fatal mushroom poisonings are caused by species of the genus Amanita; the amatoxins are responsible for acute liver failure and death in humans. Ganoderma lucidum is a well-known traditional medicinal mushroom that has been shown to have obvious hepatoprotective effects. This study evaluated the hepatoprotective effects of triterpenoids from G. lucidum on liver injury induced by a-amanitin (α-AMA) in mi,Ganoderma-derived hepatoprotective strategies against alpha-amanitin injury,INCLUDE,Relevant therapeutic/mechanistic cluster focused on Ganoderma lucidum extracts/triterpenoids and ganoderic acid in alpha-amanitin-induced liver injury.
39,"lucidum, ganoderma, hepatoprotective, triterpenoids, treatment, liver, ganoderic, effects, injury, herbal",3,"Ganoderic acid A attenuated hepatic impairment by down-regulating the intracellular JAK2-STAT3 signaling pathway in induced mushroom poisoning.. Mushroom poisoning is one of the most prominent public health problems. However, there is no special antidote so far. In the present study, we verified that Ganoderma lucidum may be an effective approach for treatment of acute mushroom poisoning. A retrospective study was performed within the past 20 years, we compiled information on the treatment of α-Amatoxin mushroom poisoning with Ganoderma lucidum by evaluating the mortality rate and liver functi",Ganoderma-derived hepatoprotective strategies against alpha-amanitin injury,INCLUDE,Relevant therapeutic/mechanistic cluster focused on Ganoderma lucidum extracts/triterpenoids and ganoderic acid in alpha-amanitin-induced liver injury.
40,"encephalopathy, sugihiratake, porrigens, pleurocybella, wing, ingestion, angel, etiology, involvement, japan",1,"Acute encephalopathy after ingestion of ""Sugihiratake"" mushroom. .",Pleurocybella porrigens / Sugihiratake-associated encephalopathy,INCLUDE,Mushroom-specific neurological toxicity cluster focused on encephalopathy after Sugihiratake ingestion.
40,"encephalopathy, sugihiratake, porrigens, pleurocybella, wing, ingestion, angel, etiology, involvement, japan",2,A case of encephalitis-type encephalopathy related to Pleurocybella porrigens (Sugihiratake). .,Pleurocybella porrigens / Sugihiratake-associated encephalopathy,INCLUDE,Mushroom-specific neurological toxicity cluster focused on encephalopathy after Sugihiratake ingestion.
40,"encephalopathy, sugihiratake, porrigens, pleurocybella, wing, ingestion, angel, etiology, involvement, japan",3,"A case of reversible encephalopathy accompanied by demyelination occurring after ingestion of Sugihiratake mushrooms.. Recently, an outbreak of acute encephalopathy associated with Sugihiratake mushroom ingestion has been reported in northern Japan. Patients with chronic kidney diseases are thought to be at risk for severe encephalopathy following Sugihiratake mushroom ingestion. We report a case of encephalopathy associated with Sugihiratake mushroom ingestion in a patient with diabetic nephropathy. Brain magnetic resonance imaging showed discriminative intensity in the medial temporal lobe, ",Pleurocybella porrigens / Sugihiratake-associated encephalopathy,INCLUDE,Mushroom-specific neurological toxicity cluster focused on encephalopathy after Sugihiratake ingestion.
41,"hdv, rna, virus, replication, nss, synthesis, late, delta, transcription, antigenomic",1,"Transcription of subgenomic mRNA of hepatitis delta virus requires a modified hepatitis delta antigen that is distinct from antigenomic RNA synthesis.. Hepatitis delta virus (HDV) contains a viroid-like, 1.7-kb circular RNA genome, which replicates via a double-rolling-circle model. However, the exact mechanism involved in HDV genome RNA replication and subgenomic mRNA transcription is still unclear. Our previous studies have shown that the replications of genomic and antigenomic HDV RNA strands have different sensitivities to alpha-amanitin and are associated with different nuclear bodies, su",Hepatitis delta virus RNA replication unrelated to mushroom poisoning,EXCLUDE,"Viral replication/transcription literature; alpha-amanitin sensitivity is mechanistic background only, not mushroom poisoning."
41,"hdv, rna, virus, replication, nss, synthesis, late, delta, transcription, antigenomic",2,"Rolling circle replication of hepatitis delta virus RNA is carried out by two different cellular RNA polymerases.. Hepatitis delta virus (HDV) contains a viroid-like circular RNA that is presumed to replicate via a rolling circle replication mechanism mediated by cellular RNA polymerases. However, the exact mechanism of rolling circle replication for HDV RNA and viroids is not clear. Using our recently described cDNA-free transfection system (L. E. Modahl and M. M. Lai, J. Virol. 72:5449-5456, 1998), we have succeeded in detecting HDV RNA replication by metabolic labeling with [32P]orthophosph",Hepatitis delta virus RNA replication unrelated to mushroom poisoning,EXCLUDE,"Viral replication/transcription literature; alpha-amanitin sensitivity is mechanistic background only, not mushroom poisoning."
41,"hdv, rna, virus, replication, nss, synthesis, late, delta, transcription, antigenomic",3,"RNA-Dependent replication and transcription of hepatitis delta virus RNA involve distinct cellular RNA polymerases.. Cellular DNA-dependent RNA polymerase II (pol II) has been postulated to carry out RNA-dependent RNA replication and transcription of hepatitis delta virus (HDV) RNA, generating a full-length (1.7-kb) RNA genome and a subgenomic-length (0.8-kb) mRNA. However, the supporting evidence for this hypothesis was ambiguous because the previous experiments relied on DNA-templated transcription to initiate HDV RNA synthesis. Furthermore, there is no evidence that the same cellular enzyme",Hepatitis delta virus RNA replication unrelated to mushroom poisoning,EXCLUDE,"Viral replication/transcription literature; alpha-amanitin sensitivity is mechanistic background only, not mushroom poisoning."
42,"exposures, mushroom, children, enquiries, reported, united, ingestions, mycologists, foenisecii, cases",1,"Mushroom poisoning in Ireland: the collaboration between the National Poisons Information Centre and expert mycologists.. Occasionally, mycologist assistance is requested to reliably identify mushroom species in symptomatic cases where there is a concern that a toxic species is involved. The aim of this study was to describe the epidemiology of mushroom poisoning in Ireland, to describe the working arrangement between the National Poisons Information Centre (NPIC) and professional mycologists and to present a case series detailing the circumstances when mycologists were consulted. Computerised",Poison-center surveillance and exposure epidemiology,INCLUDE,"Relevant public-health surveillance cluster focused on poison-center calls, children/exposures, mycologist consultation, and national/regional reporting."
42,"exposures, mushroom, children, enquiries, reported, united, ingestions, mycologists, foenisecii, cases",2,"Wild mushroom exposures in Florida, 2003-2007.. Exposure to wild mushrooms can lead to serious illness and death. However, there is little information on the epidemiology of mushroom exposures nationwide, as there is no specific surveillance for this outcome. We described mushroom exposures in Florida using available data sources. We performed a population-based study of mushroom exposure calls to the Florida Poison Information Center Network (FPICN) and cases of mushroom poisoning reported in hospital inpatient and emergency department (ED) data from 2003 through 2007. There were 1,538 undupl",Poison-center surveillance and exposure epidemiology,INCLUDE,"Relevant public-health surveillance cluster focused on poison-center calls, children/exposures, mycologist consultation, and national/regional reporting."
42,"exposures, mushroom, children, enquiries, reported, united, ingestions, mycologists, foenisecii, cases",3,"A 10-year retrospective review of mushroom exposures reported to the United Kingdom National Poisons Information Service between 2013 and 2022.. Several poisonous mushroom species are present in the United Kingdom, but exposures that cause severe toxicity or death are rare. This study uses poison centre data to describe trends in mushroom poisoning in the United Kingdom over a 10-year period. A retrospective review of telephone enquiries from healthcare professionals to the National Poisons Information Service regarding mushroom ingestions between January 2013 and December 2022 was performed. ",Poison-center surveillance and exposure epidemiology,INCLUDE,"Relevant public-health surveillance cluster focused on poison-center calls, children/exposures, mycologist consultation, and national/regional reporting."
43,"mushroom, cases, poisoning, morel, poisonings, syndromes, gastrointestinal, were, of, to",1,"Severe morel mushroom poisonings in France - a nationwide French poison centres study 2010-2020.. In 2023, two fatalities attributed to the ingestion of uncooked morels ( Morchella spp.) were reported in the United States; both patients developed severe gastrointestinal symptoms. Morel-induced gastrointestinal toxicity is well recognized, but no deaths had been reported until 2023, suggesting a potential shift in the severity of morel poisoning. Using the Poisoning Severity Score, we analyzed the severity of symptomatic cases of morel ingestion recorded in the French National Database of Poiso",Mushroom poisoning syndromic classification and morel toxicity,INCLUDE,"Relevant review/epidemiology cluster covering mushroom poisoning syndromes, general management, prevention, and morel-associated gastrointestinal toxicity."
43,"mushroom, cases, poisoning, morel, poisonings, syndromes, gastrointestinal, were, of, to",2,"Evolving global epidemiology, syndromic classification, general management, and prevention of unknown mushroom poisonings.. To assess the evolving global epidemiology of mushroom poisoning and to identify new and emerging mushroom poisonings and their treatments, a descriptive analysis and review of the world's salient scientific literature on mushroom poisoning was conducted. Data sources from observation studies conducted over the period 1959-2002 and describing 28,018 mushroom poisonings since 1951 were collected from case reports, case series, regional descriptive studies, meta-analyses, a",Mushroom poisoning syndromic classification and morel toxicity,INCLUDE,"Relevant review/epidemiology cluster covering mushroom poisoning syndromes, general management, prevention, and morel-associated gastrointestinal toxicity."
43,"mushroom, cases, poisoning, morel, poisonings, syndromes, gastrointestinal, were, of, to",3,"Syndromic diagnosis and management of confirmed mushroom poisonings.. To assess the evolving global epidemiology of mushroom poisoning and to identify new and emerging mushroom poisonings and their treatments, a descriptive analysis and review of the world's salient scientific literature on mushroom poisoning was conducted. Data sources from observation studies conducted over the period 1959-2002, and describing 28,018 mushroom poisonings since 1951, were collected from case reports, case series, regional descriptive studies, meta-analyses, and laboratory studies of mushroom poisonings and the",Mushroom poisoning syndromic classification and morel toxicity,INCLUDE,"Relevant review/epidemiology cluster covering mushroom poisoning syndromes, general management, prevention, and morel-associated gastrointestinal toxicity."
